BioSample accession no.,SourceSeq.,Strain_ID/Alias,IsolatYear,SourceCountry,Serogroup_type,ST,No. void loci
SAMN07569247,SRR5986151,,2013,Bangladesh,O1_Ogawa,69,0
SAMN07569246,SRR5986152,,2013,Bangladesh,O1_Ogawa,69,0
SAMN07569245,SRR5986153,,2013,Bangladesh,O1_Ogawa,69,0
SAMN07569250,SRR5986154,,2013,Bangladesh,O1_Ogawa,69,1
SAMN07569249,SRR5986155,,2013,Bangladesh,O1_Ogawa,69,0
SAMN07569328,SRR5986156,,2012,Bangladesh,O1_Ogawa,69,1
SAMN07569327,SRR5986157,,2012,Bangladesh,O1_Ogawa,69,0
SAMN07569326,SRR5986158,,2012,Bangladesh,O1_Ogawa,69,0
SAMN07569325,SRR5986159,,2012,Bangladesh,O1_Ogawa,69,1
SAMN07569324,SRR5986160,,2012,Bangladesh,O1_Ogawa,69,0
SAMN07569323,SRR5986161,,2012,Bangladesh,O1_Ogawa,69,0
SAMN07569322,SRR5986162,,2011,Bangladesh,O1_Ogawa,69,0
SAMN07569321,SRR5986163,,2011,Bangladesh,O1_Ogawa,69,0
SAMN07569330,SRR5986164,,2013,Bangladesh,O1_Ogawa,69,0
SAMN07569329,SRR5986165,,2012,Bangladesh,O1_Ogawa,69,0
SAMN07632671,SRR6027628,A59,1981,Kenya,,69,6
SAMN07632666,SRR6027629,A13,1981,Kenya,,69,11
SAMN07632673,SRR6027630,A8,1981,Kenya,,69,9
SAMN07632672,SRR6027631,A6,1981,Kenya,,69,2
SAMN07632665,SRR6027632,A11,1981,Kenya,,69,5
SAMN07632674,SRR6027633,A9,1981,Kenya,,69,10
SAMN07632668,SRR6027634,A2,1981,Kenya,,69,9
SAMN07632664,SRR6027635,A1,1981,Kenya,,69,2
SAMN07632670,SRR6027636,A4,1981,Kenya,O1_Inaba,69,9
SAMN07632669,SRR6027637,A3,1981,Kenya,,69,1
SAMN07632717,SRR6027638,NAGV2,1985,Thailand,,,62
SAMN07632718,SRR6027639,NAGV3,1985,Thailand,,,41
SAMN07632715,SRR6027640,NAGP3,1985,Thailand,,,50
SAMN07632716,SRR6027641,NAGV1,1985,Thailand,,,37
SAMN07632713,SRR6027642,NAGP1,1985,Thailand,,,46
SAMN07632736,SRR6027644,VO10,1992,India,,69,14
SAMN07632737,SRR6027645,VO18,1992,India,,69,6
SAMN07632732,SRR6027646,SG20,1992,India,,69,12
SAMN07632733,SRR6027647,SG21,1992,India,,69,1
SAMN07632704,SRR6027648,MDO11,1992,India,,338,51
SAMN07632686,SRR6027649,Al4450,1993,Bangladesh,,69,7
SAMN07632678,SRR6027650,AJ4,1980,Japan,,177,13
SAMN07632677,SRR6027651,AJ3,1980,Japan,,69,6
SAMN07632676,SRR6027652,AJ2,1980,Japan,,177,16
SAMN07632675,SRR6027653,AJ1,1980,Japan,,69,6
SAMN07632685,SRR6027654,Al4260,1993,Bangladesh,,69,6
SAMN07632684,SRR6027655,Al1854,1993,Bangladesh,,69,0
SAMN07632683,SRR6027656,Al1852,1993,Bangladesh,,69,10
SAMN07632679,SRR6027657,AJ5,1980,Japan,,177,13
SAMN07632690,SRR6027658,BT22,1983,Bangladesh,,69,1
SAMN07632659,SRR6027659,93LA1,1993,Laos,,69,4
SAMN07632660,SRR6027660,93LA2,1993,Laos,,69,1
SAMN07632661,SRR6027661,93LA3,1993,Laos,,69,15
SAMN07632691,SRR6027662,BT6,1983,Bangladesh,,69,12
SAMN07632687,SRR6027663,BT18,1983,Bangladesh,,69,2
SAMN07632688,SRR6027664,BT20,1983,Bangladesh,,69,2
SAMN07632689,SRR6027665,BT21,1983,Bangladesh,,69,3
SAMN07632662,SRR6027666,93LA4,1993,Laos,,69,2
SAMN07632663,SRR6027667,93LA5,1993,Laos,,69,1
SAMN07632667,SRR6027668,A1M,1956,Thailand,,69,9
SAMN07632658,SRR6027669,86B6,1986,Bangladesh,,73,5
SAMN07632725,SRR6027670,P3,1961,Philippines,,69,8
SAMN07632723,SRR6027671,P2,1961,Philippines,,69,7
SAMN07632729,SRR6027672,P6,1961,Philippines,,69,5
SAMN07632728,SRR6027673,P4,1961,Philippines,,69,6
SAMN07632731,SRR6027674,P9,1961,Philippines,,,29
SAMN07632730,SRR6027675,P7,1961,Philippines,,69,6
SAMN07632720,SRR6027676,P16,1961,Philippines,,69,10
SAMN07632719,SRR6027677,P10,1961,Philippines,,69,2
SAMN07632649,SRR6027678,2,1946,Japan,,73,9
SAMN07632647,SRR6027679,14,1946,Japan,,73,12
SAMN07411670,SRR6027680,Q3,1946,Japan,,73,63
SAMN07411671,SRR6027681,1,1946,Japan,,73,30
SAMN07632654,SRR6027682,86B1,1986,Bangladesh,,69,0
SAMN07632655,SRR6027683,86B2,1986,Bangladesh,,69,3
SAMN07632651,SRR6027684,31(1946),1946,Japan,,73,50
SAMN07632703,SRR6027685,Maya3,1958,Thailand,,73,16
SAMN07632656,SRR6027686,86B3,1986,Bangladesh,,69,2
SAMN07632657,SRR6027687,86B5,1986,Bangladesh,,69,2
SAMN07632682,SRR6027688,Al1841,1993,Bangladesh,,69,1
SAMN07632681,SRR6027689,Al1838,1993,Bangladesh,,69,0
SAMN07632680,SRR6027690,Al1837,1993,Bangladesh,,69,3
SAMN07632711,SRR6027691,MO24,1992,India,,69,1
SAMN07632710,SRR6027692,MO20,1992,India,,69,2
SAMN07632708,SRR6027693,MO14,1992,India,,69,31
SAMN07632707,SRR6027694,MO11,1992,India,,69,10
SAMN07632712,SRR6027695,MO3,1992,India,,69,3
SAMN07632706,SRR6027696,MDO9,1992,India,,69,0
SAMN07632705,SRR6027697,MDO6,1992,India,,69,2
SAMN07632702,SRR6027698,M7,1962,Japan,,69,5
SAMN07632698,SRR6027699,J9,1961,Malaysia,,69,8
SAMN07632697,SRR6027700,J8,1961,Malaysia,,69,5
SAMN07632734,SRR6027701,T10,1962,Taiwan,,69,6
SAMN07632735,SRR6027702,T100,1962,Taiwan,,69,21
SAMN07632653,SRR6027703,50'',1961,China,,69,5
SAMN07632650,SRR6027704,25'',1961,China,,69,3
SAMN07632701,SRR6027705,M25,1962,Japan,,69,2
SAMN07632700,SRR6027706,M10,1962,Japan,,69,4
SAMN07632652,SRR6027707,341,1962,Taiwan,,69,16
SAMN07632648,SRR6027708,193,1962,Taiwan,,69,17
SAMN07632709,SRR6027709,MO2,1992,India,,69,2
SAMN07632699,SRR6027710,K23,1983,Kenya,,69,7
SAMN07632695,SRR6027711,J5,1961,Malaysia,,,32
SAMN07632696,SRR6027712,J6,1961,Malaysia,,69,35
SAMN07632721,SRR6027713,P18,1961,Philippines,,69,2
SAMN07632722,SRR6027714,P19,1961,Philippines,,,43
SAMN07632724,SRR6027715,P24,1961,Philippines,,69,3
SAMN07632726,SRR6027716,P31,1961,Philippines,,69,8
SAMN07632727,SRR6027717,P34,1961,Philippines,,,35
SAMN07632692,SRR6027718,C1,1961,Indonesia,,69,15
SAMN07632693,SRR6027719,C2,1961,Indonesia,,69,30
SAMN07632694,SRR6027720,C7,1961,Indonesia,,69,17
SAMN07632746,SRR6027780,VN067P_07,2007,Vietnam,,69,11
SAMN07632747,SRR6027781,VN068CP_07,2007,Vietnam,,69,4
SAMN07632740,SRR6027782,VN050P_07,2007,Vietnam,,69,6
SAMN07632741,SRR6027783,VN051P_07,2007,Vietnam,,69,8
SAMN07632738,SRR6027784,VN048P_07,2007,Vietnam,,69,3
SAMN07632739,SRR6027785,VN049P_07,2007,Vietnam,,69,0
SAMN07632744,SRR6027786,VN057CP_07,2007,Vietnam,,69,4
SAMN07632745,SRR6027787,VN064P_07,2007,Vietnam,,69,9
SAMN07632742,SRR6027788,VN054P_07,2007,Vietnam,,69,2
SAMN07632743,SRR6027789,VN056P_07,2007,Vietnam,,69,2
SAMN07632756,SRR6027790,VN081F_07,2007,Vietnam,,69,3
SAMN07632757,SRR6027791,VN100CP_07,2007,Vietnam,,69,12
SAMN07632750,SRR6027792,VN071P_07,2007,Vietnam,,69,15
SAMN07632751,SRR6027793,VN072P_07,2007,Vietnam,,69,31
SAMN07632748,SRR6027794,VN069CP_07,2007,Vietnam,,69,10
SAMN07632749,SRR6027795,VN070P_07,2007,Vietnam,,69,12
SAMN07632754,SRR6027796,VN077P_07,2007,Vietnam,,69,16
SAMN07632755,SRR6027797,VN079P_07,2007,Vietnam,,69,3
SAMN07632752,SRR6027798,VN073P_07,2007,Vietnam,,69,11
SAMN07632753,SRR6027799,VN075P_07,2007,Vietnam,,69,15
SAMN07632819,SRR6027800,VN026P2_07,2007,Vietnam,,69,0
SAMN07632818,SRR6027801,VN022P2_07,2007,Vietnam,,69,1
SAMN07632821,SRR6027802,VN048P2_07,2007,Vietnam,,69,0
SAMN07632820,SRR6027803,VN038P2_07,2007,Vietnam,,69,1
SAMN07632823,SRR6027804,VN_01_10Pt,2010,Vietnam,,69,0
SAMN07632822,SRR6027805,VN052P2_07,2007,Vietnam,,69,0
SAMN07632825,SRR6027806,VN_16_10Pt,2010,Vietnam,,69,0
SAMN07632824,SRR6027807,VN_02_10Pt,2010,Vietnam,,69,0
SAMN07632827,SRR6027808,VN_19_10Pt,2010,Vietnam,,69,1
SAMN07632826,SRR6027809,VN_18_10Pt,2010,Vietnam,,69,1
SAMN07632807,SRR6027810,VN618P_07,2007,Vietnam,,69,0
SAMN07632806,SRR6027811,VN598P_O7,2007,Vietnam,,69,2
SAMN07632805,SRR6027812,VN564CP_07,2007,Vietnam,,69,0
SAMN07632804,SRR6027813,VN562P_07,2007,Vietnam,,69,1
SAMN07632803,SRR6027814,VN561P_07,2007,Vietnam,,69,1
SAMN07632802,SRR6027815,VN546P_07,2007,Vietnam,,69,1
SAMN07632801,SRR6027816,VN528P_07,2007,Vietnam,,69,0
SAMN07632800,SRR6027817,VN521P_07,2007,Vietnam,,69,2
SAMN07632799,SRR6027818,VN518P_07,2007,Vietnam,,69,1
SAMN07632798,SRR6027819,VN516P_07,2007,Vietnam,,69,3
SAMN07632830,SRR6027820,VN_22_10Pt,2010,Vietnam,,69,0
SAMN07632831,SRR6027821,VN_23_10Pt,2010,Vietnam,,69,0
SAMN07632828,SRR6027822,VN_20_10Pt,2010,Vietnam,,69,0
SAMN07632829,SRR6027823,VN_21_10Pt,2010,Vietnam,,69,0
SAMN07632832,SRR6027824,VN_25_10Pt,2010,Vietnam,,69,0
SAMN07632816,SRR6027825,VN018P2_07,2007,Vietnam,,69,0
SAMN07632817,SRR6027826,VN020P2_07,2007,Vietnam,,69,15
SAMN07632808,SRR6027827,VN625P_07,2007,Vietnam,,69,0
SAMN07632809,SRR6027828,VN646P_07,2007,Vietnam,,69,0
SAMN07632810,SRR6027829,VN658P_07,2007,Vietnam,,69,0
SAMN07632811,SRR6027830,VN724P_07,2007,Vietnam,,69,0
SAMN07632812,SRR6027831,VN761P_07,2007,Vietnam,,69,0
SAMN07632813,SRR6027832,VN762CP_07,2007,Vietnam,,69,1
SAMN07632814,SRR6027833,VN775P_07,2007,Vietnam,,69,0
SAMN07632815,SRR6027834,VN791E_07,2007,Vietnam,,69,2
SAMN07632783,SRR6027835,VN342P_07,2007,Vietnam,,69,7
SAMN07632782,SRR6027836,VN333P_07,2007,Vietnam,,69,7
SAMN07632785,SRR6027837,VN345P_07,2007,Vietnam,,69,15
SAMN07632784,SRR6027838,VN343P_07,2007,Vietnam,,69,14
SAMN07632779,SRR6027839,VN316P_07,2007,Vietnam,,69,1
SAMN07632778,SRR6027840,VN314P_07,2007,Vietnam,,69,7
SAMN07632781,SRR6027841,VN330P_07,2007,Vietnam,,69,8
SAMN07632780,SRR6027842,VN324P_07,2007,Vietnam,,69,3
SAMN07632787,SRR6027843,VN358P_07,2007,Vietnam,,69,0
SAMN07632786,SRR6027844,VN350P_07,2007,Vietnam,,69,13
SAMN07632794,SRR6027845,VN441P_07,2007,Vietnam,,69,0
SAMN07632795,SRR6027846,VN501P3_08,2008,Vietnam,,69,0
SAMN07632792,SRR6027847,VN426P_07,2007,Vietnam,,69,3
SAMN07632793,SRR6027848,VN439P_07,2007,Vietnam,,69,0
SAMN07632790,SRR6027849,VN420P_07,2007,Vietnam,,69,0
SAMN07632791,SRR6027850,VN421P_07,2007,Vietnam,,69,0
SAMN07632788,SRR6027851,VN392P_07,2007,Vietnam,,69,0
SAMN07632789,SRR6027852,VN394P_07,2007,Vietnam,,69,1
SAMN07632796,SRR6027853,VN503P_07,2007,Vietnam,,69,2
SAMN07632797,SRR6027854,VN512P_07,2007,Vietnam,,69,0
SAMN07632761,SRR6027855,VN162P_07,2007,Vietnam,,69,14
SAMN07632760,SRR6027856,VN155P_07,2007,Vietnam,,69,12
SAMN07632759,SRR6027857,VN154P_07,2007,Vietnam,,69,10
SAMN07632758,SRR6027858,VN115P_07,2007,Vietnam,,69,2
SAMN07632765,SRR6027859,VN240P_07,2007,Vietnam,,69,3
SAMN07632764,SRR6027860,VN238P_07,2007,Vietnam,,69,8
SAMN07632763,SRR6027861,VN217E_07,2007,Vietnam,,69,0
SAMN07632762,SRR6027862,VN213P_07,2007,Vietnam,,69,3
SAMN07632767,SRR6027863,VN243P_07,2007,Vietnam,,69,4
SAMN07632766,SRR6027864,VN241P_07,2007,Vietnam,,69,7
SAMN07632776,SRR6027865,VN302P_07,2007,Vietnam,,69,4
SAMN07632777,SRR6027866,VN306P_07,2007,Vietnam,,,8
SAMN07632772,SRR6027867,VN276P_07,2007,Vietnam,,69,10
SAMN07632773,SRR6027868,VN295P_07,2007,Vietnam,,69,8
SAMN07632774,SRR6027869,VN298P_07,2007,Vietnam,,69,5
SAMN07632775,SRR6027870,VN301P_07,2007,Vietnam,,69,0
SAMN07632768,SRR6027871,VN263CP_07,2007,Vietnam,,69,0
SAMN07632769,SRR6027872,VN264P_07,2007,Vietnam,,69,13
SAMN07632770,SRR6027873,VN266P_07,2007,Vietnam,,69,6
SAMN07632771,SRR6027874,VN272CP_07,2007,Vietnam,,69,0
SAMN07607825,SRR6038675,PNUSAV000082,,USA,,562,57
SAMN07661837,SRR6058017,PNUSAV000090,,USA,,573,43
SAMN07661831,SRR6058019,PNUSAV000089,,USA,,835,25
SAMN07675947,SRR6058020,PNUSAV000098,,USA,,573,43
SAMN07661838,SRR6058022,PNUSAV000091,,USA,,573,43
SAMN08178273,SRR6384537,PNUSAV000166,2017,USA,,731,13
SAMN08476201,SRR6680684,PNUSAV000171,,USA,,770,22
SAMN08730469,SRR6853661,vun6,2010,China,,835,25
SAMN08730470,SRR6853662,vun8,2010,China,,835,26
SAMN08730471,SRR6853663,MJ38,2007,China,,162,60
SAMN08873982,SRR6950904,M2,2010,Papua New Guinea,,69,1
SAMN08873981,SRR6950905,L1,2010,Papua New Guinea,,69,0
SAMN08979116,SRR7062492,,2015,Tanzania,Non-O1/O139,535,39
SAMN08979117,SRR7062493,,2015,Thailand,Non-O1/O139,558,47
SAMN08979108,SRR7062494,,2015,Dominican Republic,Non-O1/O139,560,51
SAMN08979109,SRR7062495,,2015,Pakistan,O1,69,2
SAMN08979110,SRR7062496,,2015,Dominican Republic,Non-O1/O139,525,52
SAMN08979111,SRR7062497,,2015,Vietnam,Non-O1/O139,580,69
SAMN08979113,SRR7062499,,2015,Pakistan,O1,69,1
SAMN08979114,SRR7062500,,2015,Asian continent,O1,69,0
SAMN08979115,SRR7062501,,2015,Morocco,O1,579,12
SAMN08979258,SRR7062502,,2017,African continent,O1,611,60
SAMN08979259,SRR7062503,,2017,Pakistan,O1,69,2
SAMN08979191,SRR7062504,,2016,Asian continent,Non-O1/O139,573,46
SAMN08979190,SRR7062505,,2016,African continent,Non-O1/O139,559,75
SAMN08979189,SRR7062506,,2016,Spain,Non-O1/O139,270,50
SAMN08979146,SRR7062507,,2015,Turkey,Non-O1/O139,546,29
SAMN08979147,SRR7062508,,2015,Thailand,Non-O1/O139,294,33
SAMN08979188,SRR7062509,,2016,Pakistan,O1,69,0
SAMN08979140,SRR7062510,,2015,Cuba,Non-O1/O139,548,45
SAMN08979141,SRR7062511,,2015,Egypt,Non-O1/O139,538,48
SAMN08979138,SRR7062512,,2016,,O139,568,65
SAMN08979139,SRR7062513,,2015,India,Non-O1/O139,530,61
SAMN08979144,SRR7062514,,2015,Cuba,Non-O1/O139,542,32
SAMN08979145,SRR7062515,,2015,Cuba,Non-O1/O139,542,32
SAMN08979142,SRR7062516,,2015,India,Non-O1/O139,526,60
SAMN08979143,SRR7062517,,2015,India,Non-O1/O139,547,11
SAMN08979194,SRR7062518,,2017,,Non-O1/O139,576,79
SAMN08979192,SRR7062520,,2016,Thailand,Non-O1/O139,570,45
SAMN08979257,SRR7062521,,2018,India,O1,69,2
SAMN08979256,SRR7062522,,2017,Pakistan,Non-O1/O139,554,70
SAMN08979255,SRR7062523,,2017,Pakistan,Non-O1/O139,440,46
SAMN08979254,SRR7062524,,2017,India,Non-O1/O139,610,49
SAMN08979253,SRR7062525,,2017,Pakistan,O1,69,2
SAMN08979252,SRR7062526,,2017,Kenya,O1,69,1
SAMN08979251,SRR7062527,,2017,Uganda,Non-O1/O139,555,30
SAMN08979249,SRR7062529,,2017,Pakistan,O1,69,1
SAMN08979248,SRR7062530,,2017,,Non-O1/O139,32,21
SAMN08979157,SRR7062531,,2015,,O139,69,1
SAMN08979156,SRR7062532,,2016,India,O1,69,5
SAMN08979155,SRR7062533,,2016,India,Non-O1/O139,366,45
SAMN08979154,SRR7062534,,2016,Cameroon,Non-O1/O139,565,43
SAMN08979153,SRR7062535,,2016,South Africa,Non-O1/O139,543,27
SAMN08979152,SRR7062536,,2016,Dominican Republic,Non-O1/O139,552,53
SAMN08979151,SRR7062537,,2016,Indonesia,O1,169,18
SAMN08979150,SRR7062538,,2016,Pakistan,Non-O1/O139,563,56
SAMN08979149,SRR7062539,,2016,Cuba,Non-O1/O139,553,60
SAMN08979148,SRR7062540,,2015,Thailand,Non-O1/O139,582,61
SAMN08979166,SRR7062541,,2016,,Non-O1/O139,583,47
SAMN08979167,SRR7062542,,2016,India,Non-O1/O139,547,15
SAMN08979158,SRR7062543,,2016,India,O1,69,0
SAMN08979159,SRR7062544,,2016,Thailand,Non-O1/O139,545,62
SAMN08979160,SRR7062545,,2016,India,O1,69,1
SAMN08979161,SRR7062546,,2016,India,O1,69,0
SAMN08979162,SRR7062547,,2016,Thailand,Non-O1/O139,577,27
SAMN08979163,SRR7062548,,2016,Cuba,Non-O1/O139,557,46
SAMN08979164,SRR7062549,,2016,,Non-O1/O139,466,45
SAMN08979165,SRR7062550,,2016,,Non-O1/O139,583,46
SAMN08979173,SRR7062551,,2016,Pakistan,O1,69,3
SAMN08979175,SRR7062553,,2016,Pakistan,O1,69,1
SAMN08979174,SRR7062554,,2016,Philippines,O139,529,69
SAMN08979169,SRR7062555,,2001,,O1,73,6
SAMN08979168,SRR7062556,,2016,,O1,69,11
SAMN08979171,SRR7062557,,2016,India,Non-O1/O139,532,74
SAMN08979177,SRR7062559,,2016,Pakistan,O1,69,2
SAMN08979227,SRR7062563,,2017,Mexico,Non-O1/O139,596,61
SAMN08979222,SRR7062564,,2017,Kenya,Non-O1/O139,592,43
SAMN08979223,SRR7062565,,2017,,Non-O1/O139,593,51
SAMN08979225,SRR7062567,,2017,India,O1,69,0
SAMN08979218,SRR7062568,,2017,Asian continent,Non-O1/O139,569,41
SAMN08979219,SRR7062569,,2017,India,Non-O1/O139,564,51
SAMN08979220,SRR7062570,,2018,Thailand,Non-O1/O139,558,43
SAMN08979221,SRR7062571,,2017,Somalia,O1,69,2
SAMN08979184,SRR7062572,,2016,Singapore,Non-O1/O139,566,42
SAMN08979185,SRR7062573,,2016,Pakistan,O1,69,1
SAMN08979182,SRR7062574,,2016,"Virgin Islands, U.S.",O139,163,46
SAMN08979183,SRR7062575,,2016,India,Non-O1/O139,555,30
SAMN08979180,SRR7062576,,2016,Panama,O1,69,0
SAMN08979181,SRR7062577,,2016,Afghanistan,Non-O1/O139,591,42
SAMN08979178,SRR7062578,,2016,India,Non-O1/O139,32,23
SAMN08979179,SRR7062579,,2016,Suriname,Non-O1/O139,584,42
SAMN08979186,SRR7062580,,2016,,Non-O1/O139,575,22
SAMN08979187,SRR7062581,,2016,Turkey,Non-O1/O139,524,52
SAMN08979217,SRR7062582,,2017,Indonesia,Non-O1/O139,558,51
SAMN08979216,SRR7062583,,2017,Egypt,Non-O1/O139,574,72
SAMN08979210,SRR7062585,,2017,Thailand,O139,527,61
SAMN08979209,SRR7062586,,2018,Thailand,O1,551,31
SAMN08979215,SRR7062588,,2017,China,O1,69,3
SAMN08979214,SRR7062589,,2017,Ghana,Non-O1/O139,562,54
SAMN08979213,SRR7062590,,2017,India,Non-O1/O139,522,53
SAMN08979212,SRR7062591,,2017,India,Non-O1/O139,549,48
SAMN08979204,SRR7062594,,2018,India,O1,521,67
SAMN08979205,SRR7062595,,2018,India,O1,521,63
SAMN08979199,SRR7062597,,2017,South East Asia,Non-O1/O139,86,46
SAMN08979200,SRR7062598,,2017,,Non-O1/O139,554,68
SAMN08979201,SRR7062599,,2017,Asian continent,Non-O1/O139,572,37
SAMN08979244,SRR7062600,,2018,,O1,73,3
SAMN08979245,SRR7062601,,2018,,O1,73,21
SAMN08979242,SRR7062602,,2017,Thailand,Non-O1/O139,607,39
SAMN08979243,SRR7062603,,2018,,O1,73,3
SAMN08979240,SRR7062604,,2017,,Non-O1/O139,605,67
SAMN08979241,SRR7062605,,2017,Dominican Republic,Non-O1/O139,606,54
SAMN08979238,SRR7062606,,2017,India,Non-O1/O139,603,76
SAMN08979239,SRR7062607,,2017,Kenya,Non-O1/O139,604,49
SAMN08979206,SRR7062608,,2017,Kenya,Non-O1/O139,523,65
SAMN08979246,SRR7062610,,2018,Thailand,O1,551,28
SAMN08979247,SRR7062611,,2017,,Non-O1/O139,608,66
SAMN08979126,SRR7062612,,2015,India,Non-O1/O139,533,27
SAMN08979127,SRR7062613,,2015,India,O1,69,1
SAMN08979122,SRR7062614,,2015,India,O1,69,0
SAMN08979123,SRR7062615,,2015,India,O1,69,0
SAMN08979125,SRR7062617,,2015,Pakistan,O1,69,3
SAMN08979118,SRR7062618,,2015,Pakistan,O1,69,1
SAMN08979119,SRR7062619,,2015,India,Non-O1/O139,531,65
SAMN08979120,SRR7062620,,2015,Pakistan,O1,69,1
SAMN08979232,SRR7062623,,2017,,O1,69,1
SAMN08979235,SRR7062624,,2017,Thailand,Non-O1/O139,86,47
SAMN08979234,SRR7062625,,2017,Thailand,Non-O1/O139,601,73
SAMN08979229,SRR7062626,,2017,Somalia,Non-O1/O139,558,51
SAMN08979228,SRR7062627,,2017,India,O1,579,14
SAMN08979231,SRR7062628,,2017,Saint Kitts and Nevis,Non-O1/O139,599,55
SAMN08979237,SRR7062630,,2017,Thailand,Non-O1/O139,602,40
SAMN08979236,SRR7062631,,2017,Thailand,O1,75,6
SAMN08979137,SRR7062632,,2016,Pakistan,O1,69,2
SAMN08979136,SRR7062633,,2015,Mexico,Non-O1/O139,561,61
SAMN08979129,SRR7062634,,2015,India,O1,69,1
SAMN08979128,SRR7062635,,2015,India,Non-O1/O139,555,28
SAMN08979131,SRR7062636,,2015,Pakistan,O1,69,2
SAMN08979130,SRR7062637,,2015,,Non-O1/O139,542,32
SAMN08979133,SRR7062638,,2015,India,O1,69,0
SAMN08979132,SRR7062639,,2015,India,Non-O1/O139,556,68
SAMN08979135,SRR7062640,,2015,India,Non-O1/O139,536,27
SAMN08979134,SRR7062641,,2015,India,O1,69,0
SAMN08979197,SRR7062642,,2017,India,O139,544,54
SAMN09007267,SRR7089174,PNUSAV000183,,USA,,,62
SAMN09007268,SRR7089175,PNUSAV000182,,USA,,524,50
SAMN09206536,SRR7162669,PNUSAV000178,,USA,,524,51
SAMN09671586,SRR7532458,PNUSAV000208,,USA,,,50
SAMN09703855,SRR7551167,PNUSAV000213,,USA,,,37
SAMN09703854,SRR7551173,PNUSAV000229,,USA,,,40
SAMN09785693,SRR7610451,PNUSAV000250,2018,USA,,,45
SAMN09745134,SRR7628885,PNUSAV000258,,USA,,,30
SAMN09745135,SRR7628906,PNUSAV000219,,USA,,735,21
SAMN09767762,SRR7647162,,2018,,,69,0
SAMN09767751,SRR7647163,,2018,,,626,55
SAMN09767750,SRR7647164,,2018,,,625,40
SAMN09767749,SRR7647165,,2018,,,624,55
SAMN09767748,SRR7647166,,2018,,,623,59
SAMN09767755,SRR7647167,,2018,,,629,78
SAMN09767753,SRR7647169,,2018,,,627,80
SAMN09767752,SRR7647170,,2018,,,73,6
SAMN09767764,SRR7647171,,2018,,,697,57
SAMN09767775,SRR7647172,,2018,,,704,57
SAMN09767765,SRR7647173,,2018,,,270,51
SAMN09767758,SRR7647174,,2018,,,632,61
SAMN09767759,SRR7647175,,2018,,,69,1
SAMN09767760,SRR7647176,,2018,,,69,0
SAMN09767761,SRR7647177,,2018,,,69,0
SAMN09767774,SRR7647178,,2018,,,328,42
SAMN09767773,SRR7647179,,2018,,,328,41
SAMN09767772,SRR7647180,,2018,,,703,58
SAMN09767763,SRR7647181,,2018,,,69,6
SAMN09767740,SRR7647182,,2018,,,411,43
SAMN09767741,SRR7647183,,2018,,,616,71
SAMN09767738,SRR7647184,,2018,,,15,34
SAMN09767739,SRR7647185,,2018,,,619,53
SAMN09767744,SRR7647186,,2018,,,620,57
SAMN09767745,SRR7647187,,2018,,,621,65
SAMN09767742,SRR7647188,,2018,,,604,46
SAMN09767743,SRR7647189,,2018,,,69,0
SAMN09767746,SRR7647190,,2018,,,622,50
SAMN09767747,SRR7647191,,2018,,,14,29
SAMN09767766,SRR7647192,,2018,,,698,51
SAMN09767767,SRR7647193,,2018,,,699,41
SAMN09767769,SRR7647194,,2018,,,701,55
SAMN09767768,SRR7647195,,2018,,,700,47
SAMN09767771,SRR7647196,,2018,,,86,47
SAMN09767770,SRR7647197,,2018,,,702,52
SAMN09767730,SRR7647198,,2018,,,69,0
SAMN09767728,SRR7647200,,2017,,,598,61
SAMN09767729,SRR7647201,,2017,,,69,3
SAMN09767734,SRR7647202,,2018,,,466,45
SAMN09767735,SRR7647203,,2018,,,73,4
SAMN09767732,SRR7647204,,2018,,,73,6
SAMN09767733,SRR7647205,,2018,,,615,67
SAMN09767736,SRR7647206,,2018,,,616,71
SAMN09767737,SRR7647207,,2017,,,,57
SAMN09768250,SRR7647430,PNUSAV000290,,USA,,680,40
SAMN00622029,SRR769320,CP1032(5),1991,Mexico,O1,69,0
SAMN09838526,SRR7696551,PNUSAV000325,2018,USA,,,72
SAMN09838522,SRR7696552,PNUSAV000326,2018,USA,,,70
SAMN09838500,SRR7696553,PNUSAV000329,2018,USA,,438,27
SAMN09838509,SRR7696574,PNUSAV000328,2018,USA,,,57
SAMN09838532,SRR7696575,PNUSAV000324,2018,USA,,318,59
SAMN09838518,SRR7696576,PNUSAV000327,2018,USA,,,57
SAMN09838638,SRR7696586,PNUSAV000330,2018,USA,,,57
SAMN09843541,SRR7702357,PNUSAV000289,,USA,,,45
SAMN01940976,SRR770779,2010EL-1787,2010,Haiti,O1_Ogawa,69,1
SAMN01940977,SRR771214,2010EL-1788,2010,Haiti,O1_Ogawa,69,1
SAMN01940978,SRR771222,2010EL-1791,2010,Haiti,O1_Ogawa,69,1
SAMN01940979,SRR771360,2010EL-1795,2010,Haiti,O1_Ogawa,69,1
SAMN01940980,SRR771582,2010EL-1796,2010,Haiti,O1_Ogawa,69,1
SAMN01940981,SRR771645,2010EL-1799,2010,Haiti,O1_Ogawa,69,1
SAMN09864377,SRR7722379,PNUSAV000345,,USA,,555,26
SAMN01940982,SRR772254,2010EL-1801,2010,Haiti,O1_Ogawa,69,1
SAMN01940983,SRR772256,2010EL-2026,2010,Haiti,O1_Ogawa,69,1
SAMN09869691,SRR7725759,PNUSAV000323,2018,USA,,438,27
