BioSample,ST,Void_loci,SourceSeq,AMR genes,Identifier,SourceCountry,IsolatYear,Serogroup_type,Plasmid
SAMN07569243,69,0,SRR5986147,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569244,69,0,SRR5986146,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569245,69,0,SRR5986153,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569246,69,0,SRR5986152,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569247,69,0,SRR5986151,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569248,69,0,SRR5986150,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569249,69,0,SRR5986155,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569250,69,0,SRR5986154,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569251,69,0,SRR5986132,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569252,69,0,SRR5986133,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569253,69,0,SRR5986130,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569254,69,0,SRR5986131,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569255,69,0,SRR5986128,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569256,69,0,SRR5986129,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569257,69,0,SRR5986126,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569258,69,0,SRR5986127,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569259,69,0,SRR5986124,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569260,69,0,SRR5986125,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569261,69,0,SRR5986101,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569262,69,0,SRR5986100,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569263,69,0,SRR5986103,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569264,69,0,SRR5986145,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569265,69,0,SRR5986097,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569266,69,0,SRR5986136,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569267,69,0,SRR5986099,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569268,69,0,SRR5986098,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569269,69,0,SRR5986095,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569270,69,0,SRR5986094,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569271,69,0,SRR5986028,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569272,69,0,SRR5986029,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569273,69,0,SRR5986030,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569274,69,0,SRR5986031,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569275,69,0,SRR5986024,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569276,69,0,SRR5986025,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569277,69,0,SRR5986026,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569278,69,0,SRR5986027,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569279,69,0,SRR5986032,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569280,69,0,SRR5986033,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569281,69,0,SRR5986047,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569282,69,0,SRR5986046,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569283,69,0,SRR5986045,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569284,69,0,SRR5986044,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569285,69,0,SRR5986051,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569286,69,0,SRR5986050,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569287,69,0,SRR5986049,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569288,69,0,SRR5986048,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569289,69,0,SRR5986053,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569290,69,0,SRR5986052,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569291,69,0,SRR5986092,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569292,69,0,SRR5986093,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569293,69,0,SRR5986090,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569294,69,0,SRR5986091,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569295,69,0,SRR5986088,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569296,69,0,SRR5986089,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569297,69,0,SRR5986086,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569298,69,0,SRR5986087,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569299,69,1,SRR5986084,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569300,69,0,SRR5986085,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569301,69,1,SRR5986121,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569302,69,0,SRR5986120,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569303,69,0,SRR5986123,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569304,69,0,SRR5986122,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569305,69,0,SRR5986117,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569306,69,0,SRR5986116,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569307,69,0,SRR5986119,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569308,69,0,SRR5986118,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569309,69,0,SRR5986115,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569310,69,0,SRR5986114,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569311,69,0,SRR5986137,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569312,69,0,SRR5986138,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569313,69,0,SRR5986139,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569314,69,0,SRR5986140,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569315,69,0,SRR5986141,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569316,69,0,SRR5986142,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Haiti,2013 ,O1_Ogawa,
SAMN07569317,69,2,SRR5986143,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Bangladesh,2011 ,O1_Ogawa,
SAMN07569318,69,2,SRR5986144,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Bangladesh,2011 ,O1_Ogawa,
SAMN07569319,69,2,SRR5986134,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Bangladesh,2011 ,O1_Ogawa,
SAMN07569320,69,1,SRR5986135,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",,Bangladesh,2011 ,O1_Ogawa,
SAMN07569321,69,0,SRR5986163,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2011 ,O1_Ogawa,
SAMN07569322,69,0,SRR5986162,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2011 ,O1_Ogawa,
SAMN07569323,69,0,SRR5986161,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2012 ,O1_Ogawa,
SAMN07569324,69,0,SRR5986160,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2012 ,O1_Ogawa,
SAMN07569325,69,0,SRR5986159,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2012 ,O1_Ogawa,
SAMN07569326,69,0,SRR5986158,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2012 ,O1_Ogawa,
SAMN07569327,69,0,SRR5986157,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2012 ,O1_Ogawa,
SAMN07569328,69,2,SRR5986156,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2012 ,O1_Ogawa,
SAMN07569329,69,0,SRR5986165,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2012 ,O1_Ogawa,
SAMN07569330,69,0,SRR5986164,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569331,69,0,SRR5986011,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569332,69,0,SRR5986012,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569333,69,0,SRR5986009,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569334,69,0,SRR5986010,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569335,69,0,SRR5986014,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569336,69,0,SRR5986015,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569337,69,0,SRR5986013,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07599791,69,1,GCA_002808265.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330033_C1,Bangladesh,2013 ,,
SAMN07599792,69,0,GCA_002808485.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330013_C1,Bangladesh,2013 ,,
SAMN07599793,69,0,GCA_002808275.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",22044108_C3,Bangladesh,2013 ,,
SAMN07599794,69,0,GCA_002808345.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",22087500_C9,Bangladesh,2013 ,,
SAMN07599795,69,0,GCA_002808225.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330898_C2,Bangladesh,2013 ,,
SAMN07599796,69,0,GCA_002808065.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330440_C1,Bangladesh,2013 ,,
SAMN07599797,69,0,GCA_002808325.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S040602_C1,Bangladesh,2013 ,,
SAMN07599798,69,0,GCA_002808075.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S000600_C10,Bangladesh,2013 ,,
SAMN07599799,69,0,GCA_002808215.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",22043300_C6,Bangladesh,2013 ,,
SAMN07599800,69,1,GCA_002808465.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",22043200_C1,Bangladesh,2013 ,,
SAMN07599801,69,1,GCA_002808165.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",22043202_C1,Bangladesh,2013 ,,
SAMN07599802,69,1,GCA_002808435.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",22043204_C1,Bangladesh,2013 ,,
SAMN07599803,69,1,GCA_002808415.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",331721_C1,Bangladesh,2013 ,,
SAMN07599804,69,1,GCA_002808405.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S081300_C2,Bangladesh,2013 ,,
SAMN07599805,69,0,GCA_002808365.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S000100_C5,Bangladesh,2013 ,,
SAMN07599806,69,0,GCA_002808145.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",22087102_C2,Bangladesh,2013 ,,
SAMN07599807,69,0,GCA_002808155.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S002604,Bangladesh,2014 ,,
SAMN07599808,69,2,GCA_002808355.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S042100,Bangladesh,2013 ,,
SAMN07599809,69,39,GCA_002808305.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S042408,Bangladesh,2014 ,,
SAMN07599810,69,1,GCA_002808125.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S023202,Bangladesh,2014 ,,
SAMN07599811,69,5,GCA_002808205.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S003008,Bangladesh,2014 ,,
SAMN07599812,69,1,GCA_002807925.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S023208,Bangladesh,2014 ,,
SAMN07599813,69,1,GCA_002807975.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S003202,Bangladesh,2014 ,,
SAMN07599814,69,2,GCA_002807835.1,"catB9, varG",S002300_B,Bangladesh,2013 ,,
SAMN07599815,69,0,GCA_002807985.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S002300_E,Bangladesh,2013 ,,
SAMN07599816,69,0,GCA_002807805.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S003806,Bangladesh,2014 ,,
SAMN07599817,69,0,GCA_002807765.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330073_A,Bangladesh,2013 ,,
SAMN07599818,69,0,GCA_002807965.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330073_B,Bangladesh,2013 ,,
SAMN07599819,69,0,GCA_002808105.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330081,Bangladesh,2014 ,,
SAMN07599820,69,0,GCA_002807895.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330110,Bangladesh,2014 ,,
SAMN07599821,69,1,GCA_002807785.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330113,Bangladesh,2014 ,,
SAMN07599822,69,1,GCA_002807705.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330590,Bangladesh,2014 ,,
SAMN07599823,69,1,GCA_002807945.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330920_A,Bangladesh,2013 ,,
SAMN07599824,69,1,GCA_002807875.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",330920_B,Bangladesh,2013 ,,
SAMN07599825,69,2,GCA_002807865.1,"catB9, varG",220075-6,Bangladesh,2014 ,,
SAMN07599826,69,0,GCA_002807825.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",220076-6,Bangladesh,2014 ,,
SAMN07599827,69,3,GCA_002807725.1,"catB9, varG",S002502,Bangladesh,2013 ,,
SAMN07599828,69,1,GCA_002807735.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",S002506,Bangladesh,2013 ,,
SAMN07607825,562,110,SRR6038675,,PNUSAV000082,USA,,,
SAMN07661831,835,32,SRR6058019,"aph(3'')-Ib, aph(6)-Id, floR, qnrVC5, sul2, tet(A), varG",PNUSAV000089,USA,,,
SAMN07661837,573,46,SRR6058017,,PNUSAV000090,USA,,,
SAMN07661838,573,46,SRR6058022,,PNUSAV000091,USA,,,
SAMN07675947,573,46,SRR6058020,,PNUSAV000098,USA,,,
SAMN07684567,289,107,GCA_003591575.1,"aph(3'')-Ib, aph(6)-Id, sul2, tet(A), varG",FORC_073,South Korea,2017 ,,
SAMN07821484,69,0,GCA_002749635.1,"catB9, varG",E7946,Bahrain,1978 ,O1_Ogawa,
SAMN07974340,69,2,GCA_002997215.1,"catB9, varG",A1552,Peru,1992 ,O1_Inaba,
SAMN08178273,731,51,SRR6384537,varG,PNUSAV000166,USA,2017 ,,
SAMN08323859,69,1,GCA_002892855.1,"catB9, varG",A1552,Peru,1992 ,O1_Inaba,
SAMN08395532,69,10,GCA_002911455.1,"catB9, varG",5879,Russia,1972 ,O1,
SAMN08472240,69,1,GCA_002946655.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",HC1037,Haiti,2014 ,O1_Ogawa,
SAMN08476201,770,47,SRR6680684,,PNUSAV000171,USA,,,
SAMN08721838,69,3,GCA_003013485.1,"catB9, varG",2044,Iraq,1966 ,,
SAMN08731626,69,79,GCA_003056705.1,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",20-a_11,Ukraine,1995 ,,
SAMN08734606,69,15,GCA_003015005.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",186,Ukraine,2011 ,,
SAMN08741621,775,25,GCA_003056955.1,varG,M1425,Russia,2003 ,,
SAMN08741622,75,25,GCA_003057055.1,"qnrVC, varG",2613,Russia,2015 ,,
SAMN08741624,75,35,GCA_003057075.1,"qnrVC, varG",2687,Russia,2015 ,,
SAMN08741626,75,28,GCA_003056975.1,"qnrVC, varG",2688,Russia,2015 ,,
SAMN08741628,75,25,GCA_003057085.1,"qnrVC, varG",124,Russia,2015 ,,
SAMN08741629,3,83,GCA_003056995.1,varG,M1332,Russia,2000 ,,
SAMN08741633,776,103,GCA_003057015.1,,8,Russia,2014 ,,
SAMN08741634,744,48,GCA_003057115.1,varG,2843,Russia,2016 ,,
SAMN08741635,760,78,GCA_003057035.1,"catB9, varG",3178,Russia,2017 ,,
SAMN08744326,515,3,GCA_003205735.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG040,Uganda,2015 ,,
SAMN08744326,515,2,SRR6871253,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG040,Uganda,2015 ,,
SAMN08744327,515,3,GCA_003205755.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG060,Uganda,2014 ,,
SAMN08744327,515,3,SRR6871254,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG060,Uganda,2014 ,,
SAMN08744328,515,2,GCA_003205705.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG071,Uganda,2014 ,,
SAMN08744328,515,2,SRR6871251,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG071,Uganda,2014 ,,
SAMN08744329,515,2,GCA_003205675.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG086,Uganda,2015 ,,
SAMN08744329,515,2,SRR6871252,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG086,Uganda,2015 ,,
SAMN08744330,69,0,GCA_003205765.1,"catB9, dfrA1, varG",UG010,Uganda,2016 ,,
SAMN08744330,69,0,SRR6871249,"catB9, dfrA1, varG",UG010,Uganda,2016 ,,
SAMN08744331,69,1,GCA_003205635.1,"catB9, dfrA1, varG",UG020,Uganda,2016 ,,
SAMN08744331,69,0,SRR6871250,"catB9, dfrA1, varG",UG020,Uganda,2016 ,,
SAMN08744332,69,1,GCA_003205685.1,"catB9, dfrA1, varG",UG026,Uganda,2014 ,,
SAMN08744332,69,1,SRR6871247,"catB9, dfrA1, varG",UG026,Uganda,2014 ,,
SAMN08744333,515,2,GCA_003205655.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG042,Uganda,2015 ,,
SAMN08744333,515,1,SRR6871248,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG042,Uganda,2015 ,,
SAMN08744334,515,2,GCA_003205565.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG046,Uganda,2015 ,,
SAMN08744334,515,1,SRR6871245,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG046,Uganda,2015 ,,
SAMN08744335,515,2,GCA_003205555.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG054,Uganda,2015 ,,
SAMN08744335,515,1,SRR6871246,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",UG054,Uganda,2015 ,,
SAMN08813238,438,68,GCA_003063885.1,,Sa5Y,USA,2004 ,,
SAMN08822914,69,3,GCA_003063785.1,"catB9, varG",N16961,Bangladesh,1975 ,O1_Inaba,
SAMN08873981,69,1,SRR6950905,"catB9, varG",L1,Papua New Guinea,2010 ,,
